retailer,retailer_id,sell_date,region,state,city,product_category,price_per_unit,units_sold,operating_margin_share,sales_method
Sports Direct,1185732,3/13/2021,Северо-Восток,Массачусетс,Бостон,Мужская одежда,46,29,"0,39",Онлайн
Sports Direct,1185732,3/13/2021,Северо-Восток,Массачусетс,Бостон,Женская одежда,39,54,"0,41",Онлайн
Sports Direct,1185732,4/14/2021,Северо-Восток,Массачусетс,Бостон,Мужская уличная обувь,38,117,"0,45",Онлайн
Sports Direct,1185732,4/14/2021,Северо-Восток,Массачусетс,Бостон,Мужская спортивная обувь,37,45,"0,44",Онлайн
Sports Direct,1185732,4/14/2021,Северо-Восток,Массачусетс,Бостон,Женская уличная обувь,29,41,"0,35",Онлайн
Sports Direct,1185732,4/14/2021,Северо-Восток,Массачусетс,Бостон,Женская спортивная обувь,32,35,"0,39",Онлайн
Sports Direct,1185732,4/14/2021,Северо-Восток,Массачусетс,Бостон,Мужская одежда,49,33,"0,38",Онлайн
Sports Direct,1185732,4/14/2021,Северо-Восток,Массачусетс,Бостон,Женская одежда,39,83,"0,44",Онлайн
Sports Direct,1185732,5/13/2021,Северо-Восток,Массачусетс,Бостон,Мужская уличная обувь,53,129,"0,43",Онлайн
Sports Direct,1185732,5/13/2021,Северо-Восток,Массачусетс,Бостон,Мужская спортивная обувь,47,54,"0,43",Онлайн
Sports Direct,1185732,5/13/2021,Северо-Восток,Массачусетс,Бостон,Женская уличная обувь,41,56,"0,40",Онлайн
Sports Direct,1185732,5/13/2021,Северо-Восток,Массачусетс,Бостон,Женская спортивная обувь,44,47,"0,39",Онлайн
Sports Direct,1185732,5/13/2021,Северо-Восток,Массачусетс,Бостон,Мужская одежда,50,54,"0,38",Онлайн
Sports Direct,1185732,5/13/2021,Северо-Восток,Массачусетс,Бостон,Женская одежда,55,88,"0,41",Онлайн
Sports Direct,1185732,6/15/2021,Северо-Восток,Массачусетс,Бостон,Мужская уличная обувь,51,155,"0,42",Онлайн
Sports Direct,1185732,6/15/2021,Северо-Восток,Массачусетс,Бостон,Мужская спортивная обувь,47,94,"0,42",Онлайн
Sports Direct,1185732,6/15/2021,Северо-Восток,Массачусетс,Бостон,Женская уличная обувь,42,68,"0,36",Онлайн
Sports Direct,1185732,6/15/2021,Северо-Восток,Массачусетс,Бостон,Женская спортивная обувь,41,65,"0,35",Онлайн
Sports Direct,1185732,6/15/2021,Северо-Восток,Массачусетс,Бостон,Мужская одежда,51,59,"0,38",Онлайн
Sports Direct,1185732,6/15/2021,Северо-Восток,Массачусетс,Бостон,Женская одежда,54,101,"0,40",Онлайн
Sports Direct,1185732,7/13/2021,Северо-Восток,Массачусетс,Бостон,Мужская уличная обувь,52,150,"0,42",Онлайн
Sports Direct,1185732,7/13/2021,Северо-Восток,Массачусетс,Бостон,Мужская спортивная обувь,49,105,"0,43",Онлайн
Sports Direct,1185732,7/13/2021,Северо-Восток,Массачусетс,Бостон,Женская уличная обувь,41,77,"0,37",Онлайн
Sports Direct,1185732,7/13/2021,Северо-Восток,Массачусетс,Бостон,Женская спортивная обувь,44,56,"0,36",Онлайн
Sports Direct,1185732,7/13/2021,Северо-Восток,Массачусетс,Бостон,Мужская одежда,53,68,"0,39",Онлайн
Sports Direct,1185732,7/13/2021,Северо-Восток,Массачусетс,Бостон,Женская одежда,55,128,"0,42",Онлайн
Sports Direct,1185732,8/14/2021,Северо-Восток,Массачусетс,Бостон,Мужская уличная обувь,50,161,"0,44",Онлайн
Sports Direct,1185732,8/14/2021,Северо-Восток,Массачусетс,Бостон,Мужская спортивная обувь,47,88,"0,41",Онлайн
Sports Direct,1185732,8/14/2021,Северо-Восток,Массачусетс,Бостон,Женская уличная обувь,42,69,"0,35",Онлайн
Sports Direct,1185732,8/14/2021,Северо-Восток,Массачусетс,Бостон,Женская спортивная обувь,42,51,"0,36",Онлайн
Sports Direct,1185732,8/14/2021,Северо-Восток,Массачусетс,Бостон,Мужская одежда,50,44,"0,37",Онлайн
Sports Direct,1185732,8/14/2021,Северо-Восток,Массачусетс,Бостон,Женская одежда,58,91,"0,45",Онлайн
Sports Direct,1185732,9/13/2021,Северо-Восток,Массачусетс,Бостон,Мужская уличная обувь,53,135,"0,42",Онлайн
Sports Direct,1185732,9/13/2021,Северо-Восток,Массачусетс,Бостон,Мужская спортивная обувь,49,63,"0,40",Онлайн
Sports Direct,1185732,9/13/2021,Северо-Восток,Массачусетс,Бостон,Женская уличная обувь,41,39,"0,37",Онлайн
Sports Direct,1185732,9/13/2021,Северо-Восток,Массачусетс,Бостон,Женская спортивная обувь,42,36,"0,40",Онлайн
Sports Direct,1185732,9/13/2021,Северо-Восток,Массачусетс,Бостон,Мужская одежда,52,34,"0,36",Онлайн
Sports Direct,1185732,9/13/2021,Северо-Восток,Массачусетс,Бостон,Женская одежда,57,63,"0,45",Онлайн
Sports Direct,1185732,10/15/2021,Северо-Восток,Массачусетс,Бостон,Мужская уличная обувь,57,120,"0,45",Онлайн
Sports Direct,1185732,10/15/2021,Северо-Восток,Массачусетс,Бостон,Мужская спортивная обувь,53,56,"0,45",Онлайн
Sports Direct,1185732,10/15/2021,Северо-Восток,Массачусетс,Бостон,Женская уличная обувь,53,34,"0,35",Онлайн
Sports Direct,1185732,10/15/2021,Северо-Восток,Массачусетс,Бостон,Женская спортивная обувь,54,27,"0,38",Онлайн
Sports Direct,1185732,10/15/2021,Северо-Восток,Массачусетс,Бостон,Мужская одежда,62,27,"0,35",Онлайн
Amazon,1185732,10/15/2021,Северо-Восток,Массачусетс,Бостон,Женская одежда,66,65,"0,44",Онлайн
Amazon,1185732,11/14/2021,Северо-Восток,Массачусетс,Бостон,Мужская уличная обувь,62,113,"0,43",Онлайн
Amazon,1185732,11/14/2021,Северо-Восток,Массачусетс,Бостон,Мужская спортивная обувь,52,90,"0,44",Онлайн
Amazon,1185732,11/14/2021,Северо-Восток,Массачусетс,Бостон,Женская уличная обувь,50,83,"0,36",Онлайн
Amazon,1185732,11/14/2021,Северо-Восток,Массачусетс,Бостон,Женская спортивная обувь,51,80,"0,39",Онлайн
Amazon,1185732,11/14/2021,Северо-Восток,Массачусетс,Бостон,Мужская одежда,63,70,"0,38",Онлайн
Amazon,1185732,11/14/2021,Северо-Восток,Массачусетс,Бостон,Женская одежда,64,98,"0,45",Онлайн
Amazon,1185732,12/13/2021,Северо-Восток,Массачусетс,Бостон,Мужская уличная обувь,64,150,"0,41",Онлайн
Amazon,1185732,12/13/2021,Северо-Восток,Массачусетс,Бостон,Мужская спортивная обувь,53,105,"0,40",Онлайн
Amazon,1185732,12/13/2021,Северо-Восток,Массачусетс,Бостон,Женская уличная обувь,51,98,"0,39",Онлайн
Amazon,1185732,12/13/2021,Северо-Восток,Массачусетс,Бостон,Женская спортивная обувь,52,75,"0,38",Онлайн
Amazon,1185732,12/13/2021,Северо-Восток,Массачусетс,Бостон,Мужская одежда,62,84,"0,39",Онлайн
Amazon,1185732,12/13/2021,Северо-Восток,Массачусетс,Бостон,Женская одежда,65,112,"0,44",Онлайн
Amazon,1185732,1/14/2021,Северо-Восток,Массачусетс,Бостон,Мужская уличная обувь,44,152,"0,55",Онлайн
Amazon,1185732,1/14/2021,Северо-Восток,Массачусетс,Бостон,Мужская спортивная обувь,42,94,"0,60",Онлайн
Amazon,1185732,1/14/2021,Северо-Восток,Массачусетс,Бостон,Женская уличная обувь,32,91,"0,45",Онлайн
Amazon,1185732,1/14/2021,Северо-Восток,Массачусетс,Бостон,Женская спортивная обувь,39,44,"0,49",Онлайн
Amazon,1185732,1/14/2021,Северо-Восток,Массачусетс,Бостон,Мужская одежда,52,68,"0,47",Онлайн
Amazon,1185732,1/14/2021,Северо-Восток,Массачусетс,Бостон,Женская одежда,44,98,"0,51",Онлайн
Amazon,1185732,2/12/2021,Северо-Восток,Массачусетс,Бостон,Мужская уличная обувь,41,167,"0,56",Онлайн
Amazon,1185732,2/12/2021,Северо-Восток,Массачусетс,Бостон,Мужская спортивная обувь,44,61,"0,60",Онлайн
Amazon,1185732,2/12/2021,Северо-Восток,Массачусетс,Бостон,Женская уличная обувь,33,74,"0,50",Онлайн
Amazon,1185732,2/12/2021,Северо-Восток,Вермонт,Берлингтон,Женская спортивная обувь,36,45,"0,46",Онлайн
Amazon,1185732,2/12/2021,Северо-Восток,Вермонт,Берлингтон,Мужская одежда,54,63,"0,50",Онлайн
Amazon,1185732,2/12/2021,Северо-Восток,Вермонт,Берлингтон,Женская одежда,43,85,"0,54",Онлайн
Amazon,1185732,3/10/2021,Северо-Восток,Вермонт,Берлингтон,Мужская уличная обувь,44,142,"0,60",Онлайн
Amazon,1185732,3/10/2021,Северо-Восток,Вермонт,Берлингтон,Мужская спортивная обувь,42,70,"0,57",Онлайн
Amazon,1185732,3/10/2021,Северо-Восток,Вермонт,Берлингтон,Женская уличная обувь,34,77,"0,49",Онлайн
Amazon,1185732,3/10/2021,Северо-Восток,Вермонт,Берлингтон,Женская спортивная обувь,36,38,"0,49",Онлайн
Amazon,1185732,3/10/2021,Северо-Восток,Вермонт,Берлингтон,Мужская одежда,51,47,"0,49",Онлайн
Amazon,1185732,3/10/2021,Северо-Восток,Вермонт,Берлингтон,Женская одежда,41,80,"0,55",Онлайн
Amazon,1185732,4/11/2021,Северо-Восток,Вермонт,Берлингтон,Мужская уличная обувь,41,137,"0,56",Онлайн
Amazon,1185732,4/11/2021,Северо-Восток,Вермонт,Берлингтон,Мужская спортивная обувь,43,56,"0,58",Онлайн
Amazon,1185732,4/11/2021,Северо-Восток,Вермонт,Берлингтон,Женская уличная обувь,32,65,"0,50",Онлайн
Amazon,1185732,4/11/2021,Северо-Восток,Вермонт,Берлингтон,Женская спортивная обувь,36,44,"0,50",Онлайн
Amazon,1185732,4/11/2021,Северо-Восток,Вермонт,Берлингтон,Мужская одежда,51,38,"0,46",Онлайн
Amazon,1185732,4/11/2021,Северо-Восток,Вермонт,Берлингтон,Женская одежда,44,90,"0,51",Онлайн
Amazon,1185732,5/10/2021,Северо-Восток,Вермонт,Берлингтон,Мужская уличная обувь,55,154,"0,57",Онлайн
Amazon,1185732,5/10/2021,Северо-Восток,Вермонт,Берлингтон,Мужская спортивная обувь,54,80,"0,56",Онлайн
Amazon,1185732,5/10/2021,Северо-Восток,Вермонт,Берлингтон,Женская уличная обувь,49,75,"0,46",Онлайн
Amazon,1185732,5/10/2021,Северо-Восток,Вермонт,Берлингтон,Женская спортивная обувь,46,65,"0,47",Онлайн
Amazon,1185732,5/10/2021,Северо-Восток,Вермонт,Берлингтон,Мужская одежда,55,72,"0,47",Онлайн
Amazon,1185732,5/10/2021,Северо-Восток,Вермонт,Берлингтон,Женская одежда,60,120,"0,52",Онлайн
Amazon,1185732,6/12/2021,Северо-Восток,Вермонт,Берлингтон,Мужская уличная обувь,58,163,"0,58",Онлайн
Amazon,1185732,6/12/2021,Северо-Восток,Вермонт,Берлингтон,Мужская спортивная обувь,53,116,"0,59",Онлайн
Amazon,1185732,6/12/2021,Северо-Восток,Вермонт,Берлингтон,Женская уличная обувь,45,81,"0,47",Онлайн
Amazon,1185732,6/12/2021,Северо-Восток,Вермонт,Берлингтон,Женская спортивная обувь,47,90,"0,45",Онлайн
Amazon,1185732,6/12/2021,Северо-Восток,Вермонт,Берлингтон,Мужская одежда,58,81,"0,50",Онлайн
Amazon,1185732,6/12/2021,Северо-Восток,Вермонт,Берлингтон,Женская одежда,62,117,"0,52",Онлайн
Amazon,1185732,7/10/2021,Северо-Восток,Вермонт,Берлингтон,Мужская уличная обувь,54,182,"0,57",Онлайн
Amazon,1185732,7/10/2021,Северо-Восток,Вермонт,Берлингтон,Мужская спортивная обувь,51,115,"0,56",Онлайн
Amazon,1185732,7/10/2021,Северо-Восток,Вермонт,Берлингтон,Женская уличная обувь,46,98,"0,48",Онлайн
Amazon,1185732,7/10/2021,Северо-Восток,Вермонт,Берлингтон,Женская спортивная обувь,46,90,"0,49",Онлайн
Amazon,1185732,7/10/2021,Северо-Восток,Вермонт,Берлингтон,Мужская одежда,54,94,"0,47",Онлайн
Amazon,1185732,7/10/2021,Северо-Восток,Вермонт,Берлингтон,Женская одежда,61,125,"0,52",Онлайн
Amazon,1185732,8/11/2021,Северо-Восток,Вермонт,Берлингтон,Мужская уличная обувь,58,176,"0,60",Онлайн
Amazon,1185732,8/11/2021,Северо-Восток,Вермонт,Берлингтон,Мужская спортивная обувь,53,106,"0,59",Онлайн
Amazon,1185732,8/11/2021,Северо-Восток,Вермонт,Берлингтон,Женская уличная обувь,48,105,"0,46",Онлайн
Amazon,1185732,8/11/2021,Северо-Восток,Вермонт,Берлингтон,Женская спортивная обувь,49,68,"0,47",Онлайн
Amazon,1185732,8/11/2021,Северо-Восток,Вермонт,Берлингтон,Мужская одежда,57,65,"0,49",Онлайн
Amazon,1185732,8/11/2021,Северо-Восток,Вермонт,Берлингтон,Женская одежда,61,104,"0,51",Онлайн
Amazon,1185732,9/10/2021,Северо-Восток,Вермонт,Берлингтон,Мужская уличная обувь,56,137,"0,57",Онлайн
Amazon,1185732,9/10/2021,Северо-Восток,Вермонт,Берлингтон,Мужская спортивная обувь,50,85,"0,60",Онлайн
Amazon,1185732,9/10/2021,Северо-Восток,Вермонт,Берлингтон,Женская уличная обувь,46,56,"0,50",Онлайн
Amazon,1185732,9/10/2021,Северо-Восток,Вермонт,Берлингтон,Женская спортивная обувь,45,52,"0,49",Онлайн
Amazon,1185732,9/10/2021,Северо-Восток,Вермонт,Берлингтон,Мужская одежда,58,50,"0,47",Онлайн
Amazon,1185732,9/10/2021,Северо-Восток,Вермонт,Берлингтон,Женская одежда,59,78,"0,55",Онлайн
Amazon,1185732,10/12/2021,Северо-Восток,Вермонт,Берлингтон,Мужская уличная обувь,62,133,"0,60",Онлайн
Amazon,1185732,10/12/2021,Северо-Восток,Вермонт,Берлингтон,Мужская спортивная обувь,54,75,"0,59",Онлайн
Amazon,1185732,10/12/2021,Северо-Восток,Вермонт,Берлингтон,Женская уличная обувь,59,54,"0,50",Онлайн
Amazon,1185732,10/12/2021,Северо-Восток,Вермонт,Берлингтон,Женская спортивная обувь,55,46,"0,48",Онлайн
Amazon,1185732,10/12/2021,Северо-Восток,Вермонт,Берлингтон,Мужская одежда,66,51,"0,48",Онлайн
West Gear,1185732,10/12/2021,Северо-Восток,Вермонт,Берлингтон,Женская одежда,71,81,"0,53",Онлайн
West Gear,1185732,11/11/2021,Северо-Восток,Вермонт,Берлингтон,Мужская уличная обувь,64,126,"0,60",Онлайн
West Gear,1185732,11/11/2021,Северо-Восток,Вермонт,Берлингтон,Мужская спортивная обувь,55,81,"0,58",Онлайн
West Gear,1185732,11/11/2021,Северо-Восток,Вермонт,Берлингтон,Женская уличная обувь,57,96,"0,48",Онлайн
Amazon,1185732,11/11/2021,Северо-Восток,Вермонт,Берлингтон,Женская спортивная обувь,55,75,"0,50",Онлайн
Amazon,1185732,11/11/2021,Северо-Восток,Вермонт,Берлингтон,Мужская одежда,67,80,"0,50",Онлайн
Amazon,1185732,11/11/2021,Северо-Восток,Вермонт,Берлингтон,Женская одежда,70,94,"0,53",Онлайн
Amazon,1185732,12/10/2021,Северо-Восток,Вермонт,Берлингтон,Мужская уличная обувь,64,168,"0,60",Онлайн
Amazon,1185732,12/10/2021,Северо-Восток,Вермонт,Берлингтон,Мужская спортивная обувь,55,100,"0,55",Онлайн
Amazon,1185732,12/10/2021,Северо-Восток,Вермонт,Берлингтон,Женская уличная обувь,55,113,"0,47",Онлайн
Amazon,1185732,12/10/2021,Северо-Восток,Вермонт,Берлингтон,Женская спортивная обувь,56,81,"0,45",Онлайн
Amazon,1185732,12/10/2021,Северо-Восток,Вермонт,Берлингтон,Мужская одежда,67,81,"0,48",Онлайн
Amazon,1185732,12/10/2021,Северо-Восток,Вермонт,Берлингтон,Женская одежда,68,106,"0,52",Онлайн
Amazon,1185732,1/21/2021,Северо-Восток,Вермонт,Берлингтон,Мужская уличная обувь,49,131,"0,55",Онлайн
Amazon,1185732,1/21/2021,Северо-Восток,Вермонт,Берлингтон,Мужская спортивная обувь,45,91,"0,53",Онлайн
Amazon,1185732,1/21/2021,Северо-Восток,Вермонт,Берлингтон,Женская уличная обувь,38,81,"0,45",Онлайн
Amazon,1185732,1/21/2021,Северо-Восток,Вермонт,Берлингтон,Женская спортивная обувь,43,46,"0,40",Онлайн
Amazon,1185732,1/21/2021,Северо-Восток,Вермонт,Берлингтон,Мужская одежда,59,56,"0,44",Онлайн
Amazon,1185732,1/21/2021,Северо-Восток,Вермонт,Берлингтон,Женская одежда,49,88,"0,45",Онлайн
Amazon,1185732,2/19/2021,Северо-Восток,Вермонт,Берлингтон,Мужская уличная обувь,49,180,"0,53",Онлайн
Amazon,1185732,2/19/2021,Северо-Восток,Вермонт,Берлингтон,Мужская спортивная обувь,45,75,"0,51",Онлайн
Amazon,1185732,2/19/2021,Северо-Восток,Вермонт,Берлингтон,Женская уличная обувь,39,90,"0,44",Онлайн
Amazon,1185732,2/19/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская спортивная обувь,42,58,"0,43",Онлайн
Amazon,1185732,2/19/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская одежда,56,83,"0,43",Онлайн
Amazon,1185732,2/19/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская одежда,46,98,"0,48",Онлайн
Amazon,1185732,3/17/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская уличная обувь,49,165,"0,50",Онлайн
Amazon,1185732,3/17/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская спортивная обувь,49,69,"0,51",Онлайн
Amazon,1185732,3/17/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская уличная обувь,38,75,"0,41",Онлайн
Amazon,1185732,3/17/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская спортивная обувь,44,38,"0,42",Онлайн
Amazon,1185732,3/17/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская одежда,58,60,"0,45",Онлайн
Amazon,1185732,3/17/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская одежда,45,75,"0,47",Онлайн
Amazon,1185732,4/18/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская уличная обувь,48,154,"0,53",Онлайн
Amazon,1185732,4/18/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская спортивная обувь,49,68,"0,55",Онлайн
Amazon,1185732,4/18/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская уличная обувь,38,73,"0,44",Онлайн
Amazon,1185732,4/18/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская спортивная обувь,44,49,"0,41",Онлайн
Amazon,1185732,4/18/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская одежда,57,53,"0,45",Онлайн
Amazon,1185732,4/18/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская одежда,46,98,"0,46",Онлайн
Amazon,1185732,5/17/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская уличная обувь,64,173,"0,53",Онлайн
Amazon,1185732,5/17/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская спортивная обувь,54,87,"0,54",Онлайн
Amazon,1185732,5/17/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская уличная обувь,51,98,"0,42",Онлайн
Amazon,1185732,5/17/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская спортивная обувь,52,80,"0,40",Онлайн
Amazon,1185732,5/17/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская одежда,63,78,"0,45",Онлайн
Amazon,1185732,5/17/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская одежда,65,115,"0,46",Онлайн
Amazon,1185732,6/19/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская уличная обувь,59,169,"0,53",Онлайн
Amazon,1185732,6/19/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская спортивная обувь,56,123,"0,51",Онлайн
Amazon,1185732,6/19/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская уличная обувь,53,88,"0,44",Онлайн
Amazon,1185732,6/19/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская спортивная обувь,52,91,"0,42",Онлайн
Amazon,1185732,6/19/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская одежда,60,94,"0,43",Онлайн
Amazon,1185732,6/19/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская одежда,66,138,"0,47",Онлайн
Amazon,1185732,7/17/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская уличная обувь,64,196,"0,53",Онлайн
Amazon,1185732,7/17/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская спортивная обувь,55,131,"0,50",Онлайн
Amazon,1185732,7/17/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская уличная обувь,54,109,"0,41",Онлайн
Amazon,1185732,7/17/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская спортивная обувь,53,85,"0,44",Онлайн
Amazon,1185732,7/17/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская одежда,60,102,"0,41",Онлайн
Amazon,1185732,7/17/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская одежда,64,137,"0,49",Онлайн
Amazon,1185732,8/18/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская уличная обувь,60,196,"0,51",Онлайн
Amazon,1185732,8/18/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская спортивная обувь,58,135,"0,54",Онлайн
Amazon,1185732,8/18/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская уличная обувь,52,105,"0,45",Онлайн
Amazon,1185732,8/18/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская спортивная обувь,51,72,"0,42",Онлайн
Amazon,1185732,8/18/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская одежда,59,73,"0,45",Онлайн
Amazon,1185732,8/18/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская одежда,64,106,"0,47",Онлайн
Amazon,1185732,9/17/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская уличная обувь,59,154,"0,52",Онлайн
Amazon,1185732,9/17/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская спортивная обувь,54,95,"0,52",Онлайн
Amazon,1185732,9/17/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская уличная обувь,52,75,"0,43",Онлайн
Amazon,1185732,9/17/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская спортивная обувь,53,56,"0,42",Онлайн
Amazon,1185732,9/17/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская одежда,64,63,"0,43",Онлайн
Amazon,1185732,9/17/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская одежда,68,98,"0,46",Онлайн
Foot Locker,1185732,10/19/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская уличная обувь,64,119,"0,53",Онлайн
Foot Locker,1185732,10/19/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская спортивная обувь,62,84,"0,53",Онлайн
Foot Locker,1185732,10/19/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская уличная обувь,59,54,"0,44",Онлайн
Foot Locker,1185732,10/19/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская спортивная обувь,62,47,"0,43",Онлайн
Foot Locker,1185732,10/19/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская одежда,71,46,"0,43",Онлайн
Foot Locker,1185732,10/19/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская одежда,72,81,"0,48",Онлайн
Foot Locker,1185732,11/18/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская уличная обувь,68,117,"0,53",Онлайн
Foot Locker,1185732,11/18/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская спортивная обувь,62,98,"0,52",Онлайн
Foot Locker,1185732,11/18/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская уличная обувь,63,104,"0,45",Онлайн
Foot Locker,1185732,11/18/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская спортивная обувь,64,85,"0,40",Онлайн
Foot Locker,1185732,11/18/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская одежда,71,81,"0,42",Онлайн
Foot Locker,1185732,11/18/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская одежда,78,116,"0,47",Онлайн
Foot Locker,1185732,12/17/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская уличная обувь,71,169,"0,55",Онлайн
Foot Locker,1185732,12/17/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская спортивная обувь,59,115,"0,55",Онлайн
Foot Locker,1185732,12/17/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская уличная обувь,62,108,"0,42",Онлайн
Foot Locker,1185732,12/17/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская спортивная обувь,62,88,"0,44",Онлайн
Foot Locker,1185732,12/17/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская одежда,74,105,"0,43",Онлайн
Foot Locker,1185732,12/17/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская одежда,74,117,"0,49",Онлайн
Foot Locker,1185732,1/24/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская уличная обувь,52,145,"0,46",Онлайн
Foot Locker,1185732,1/24/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская спортивная обувь,50,84,"0,47",Онлайн
Foot Locker,1185732,1/24/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская уличная обувь,44,90,"0,35",Онлайн
Foot Locker,1185732,1/24/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская спортивная обувь,49,39,"0,37",Онлайн
Foot Locker,1185732,1/24/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская одежда,60,54,"0,37",Онлайн
Foot Locker,1185732,1/24/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская одежда,54,78,"0,45",Онлайн
Foot Locker,1185732,2/22/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская уличная обувь,52,173,"0,45",Онлайн
Foot Locker,1185732,2/22/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Мужская спортивная обувь,53,59,"0,46",Онлайн
Foot Locker,1185732,2/22/2021,Северо-Восток,Нью-Гэмпшир,Манчестер,Женская уличная обувь,43,83,"0,40",Онлайн
Foot Locker,1185732,1/1/2020,Северо-Восток,Нью-Йорк,Нью-Йорк,Мужская уличная обувь,34,384,"0,52",Аутлет
Foot Locker,1185732,1/2/2020,Северо-Восток,Нью-Йорк,Нью-Йорк,Мужская спортивная обувь,36,320,"0,35",Аутлет
Foot Locker,1185732,1/3/2020,Северо-Восток,Нью-Йорк,Нью-Йорк,Женская уличная обувь,32,350,"0,37",Аутлет
Foot Locker,1185732,1/4/2020,Северо-Восток,Нью-Йорк,Нью-Йорк,Женская спортивная обувь,36,281,"0,37",Аутлет
Foot Locker,1185732,1/5/2020,Северо-Восток,Нью-Йорк,Нью-Йорк,Мужская одежда,43,306,"0,37",Аутлет
Foot Locker,1185732,1/6/2020,Северо-Восток,Нью-Йорк,Нью-Йорк,Женская одежда,38,330,"0,32",Аутлет
Foot Locker,1185732,1/7/2020,Северо-Восток,Нью-Йорк,Нью-Йорк,Мужская уличная обувь,33,388,"0,52",Аутлет
Foot Locker,1185732,1/8/2020,Северо-Восток,Нью-Йорк,Нью-Йорк,Мужская спортивная обувь,39,315,"0,33",Аутлет
